,Location,Model,Type,Reference,Lithology,Sample,Mg,Al,Si,Ti,V,Mn,Cr,Zn,Co,Ni,Ga,Fe
22,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr8_1,4970.0,3960.0,2000.0,6800.0,1716.0,829.0,36.6,169.0,127.4,93.3,45.7,69.166
23,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr8_2,4890.0,3810.0,2000.0,6040.0,1760.0,798.0,32.7,157.0,123.3,91.9,45.2,69.156
24,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr8_3,5550.0,4050.0,3900.0,6050.0,1760.0,885.0,34.5,152.0,123.5,97.9,45.9,70.4045
25,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr8_4,5650.0,4020.0,2000.0,6500.0,1698.0,983.0,40.5,153.7,119.4,91.8,45.9,70.0638
26,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr8_5,5540.0,3940.0,2000.0,5420.0,1734.0,848.0,8.3,161.0,124.6,97.9,44.9,68.4805
27,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr4-1,7260.0,5770.0,8800.0,7590.0,1725.0,846.0,6.0,113.0,140.7,89.2,42.7,68.6273
28,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr4-2,6530.0,4700.0,3000.0,6560.0,1691.0,937.0,11.6,193.0,129.4,95.4,46.1,67.8421
29,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr4-3,6430.0,4720.0,6100.0,6210.0,1649.0,805.0,6.2,180.0,120.6,83.5,44.0,68.3694
30,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr4-4,6730.0,4680.0,4100.0,6070.0,1716.0,911.0,6.0,162.0,117.2,78.6,44.1,68.2505
31,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr4-5,7320.0,4590.0,8200.0,5760.0,1694.0,948.0,6.0,189.0,134.0,79.5,42.7,68.2505
32,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr4-6,6860.0,4350.0,9600.0,5880.0,1744.0,968.0,6.0,201.0,126.0,83.5,44.3,69.9434
33,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr4-7,8100.0,4440.0,3300.0,5620.0,1640.0,985.0,6.0,192.0,115.7,79.9,44.5,69.9434
34,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr4-9,5120.0,3790.0,4700.0,6820.0,1718.0,1420.0,6.0,152.0,119.9,83.1,43.4,68.9521
35,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr4-10,5900.0,3850.0,4500.0,4400.0,1702.0,801.0,6.0,196.0,115.0,89.0,45.6,68.9521
36,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg3_gr4-11,4640.0,3650.0,2000.0,3620.0,1767.0,584.0,6.5,137.0,114.7,85.6,45.2,69.7315
37,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_gr2-1,7980.0,1949.0,6800.0,1480.0,1710.0,993.0,6.0,141.0,120.3,115.3,24.8,70.7052
38,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_gr2-2,7280.0,1811.0,4200.0,1393.0,1561.0,977.0,6.0,133.0,117.1,111.1,22.1,70.3028
39,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_gr2-4,9980.0,1915.0,7900.0,1298.0,1501.0,1056.0,6.0,139.8,113.4,108.3,23.0,70.3197
40,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_gr2-6,11240.0,1932.0,9000.0,1260.0,1470.0,1072.0,6.0,153.0,115.7,105.7,23.6,71.3693
41,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_Gr3_1,7640.0,861.0,3900.0,203.0,1505.0,979.0,6.0,140.0,114.9,116.2,15.0,70.6973
42,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_Gr3_2,7390.0,871.0,2000.0,178.8,1437.0,933.0,6.0,127.0,110.9,110.4,15.2,70.4942
43,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_Gr3_3,8180.0,851.0,5700.0,159.0,1451.0,957.0,6.0,118.3,113.2,109.2,13.9,70.1171
44,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_Gr3_4,8430.0,826.0,3300.0,160.9,1415.0,987.0,6.0,138.1,112.7,107.1,15.5,70.2616
45,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_Gr3_5,8600.0,814.0,4300.0,138.0,1456.0,970.0,6.0,126.8,113.4,112.8,14.76,70.7304
46,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_Gr3_6,8280.0,760.0,2000.0,127.7,1471.0,978.0,6.0,124.2,119.0,116.1,14.71,70.4409
47,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_Gr3_7,8670.0,728.0,4600.0,133.6,1453.0,1008.0,6.0,123.7,112.5,102.0,14.9,70.3467
48,Cristales Grandes,IOA,S1,La Cruz et al 2020,Cristales Grandes,cg4_Gr3_8,9070.0,712.0,2000.0,99.0,1470.0,1012.0,6.0,123.1,113.2,109.9,13.94,70.0836
49,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr1-1,8120.0,1320.0,2800.0,368.0,1910.0,1027.0,6.0,124.0,118.2,112.7,28.1,70.4801
50,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr1-2,7990.0,1394.0,4200.0,383.0,2070.0,1009.0,6.0,136.0,119.7,113.8,28.1,70.7754
51,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr1-3,7340.0,1387.0,2000.0,363.0,1920.0,1009.0,6.0,134.0,122.4,115.6,30.6,69.5307
52,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr1-4,7710.0,1421.0,2900.0,362.0,1950.0,1000.0,6.0,133.0,119.2,112.1,28.6,70.3077
53,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr1-5,8240.0,1448.0,3000.0,401.0,1980.0,1008.0,6.0,144.0,124.8,118.7,31.5,70.8522
54,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr1-6,8550.0,1367.0,4300.0,398.0,1980.0,1055.0,6.0,133.0,115.1,112.1,29.9,70.8318
55,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr1-7,8070.0,1364.0,6500.0,421.0,1980.0,1034.0,6.0,138.0,121.7,121.6,33.4,70.553
56,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr1-8,8240.0,1410.0,4500.0,396.0,2000.0,1053.0,6.0,144.0,115.0,114.1,30.0,70.4871
57,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr1-9,8040.0,1594.0,2500.0,474.0,2100.0,1071.0,6.0,170.0,123.8,119.4,32.9,70.3401
58,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr4-1,9120.0,1292.0,9600.0,306.0,1596.0,1017.0,6.0,133.9,114.8,112.5,23.3,70.1604
59,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr4-2,9440.0,1192.0,8200.0,312.0,1621.0,1063.0,6.0,140.3,113.9,105.8,22.9,69.9783
60,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr4-3,9110.0,1288.0,6950.0,306.0,1677.0,1064.0,6.0,150.0,120.5,111.8,24.3,70.0503
61,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr4-4,9120.0,1248.0,7000.0,307.0,1614.0,1035.0,6.0,143.7,120.6,108.2,23.5,70.0972
62,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr4-5,9090.0,1251.0,7000.0,300.0,1667.0,1072.0,6.0,150.5,119.3,111.6,23.7,69.9842
63,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr4-6,8250.0,1253.0,4900.0,285.0,1637.0,1064.0,6.0,142.0,116.1,110.2,24.5,69.1338
64,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr4-7,8410.0,1290.0,5600.0,277.0,1642.0,1082.0,6.0,153.0,119.9,111.4,24.3,69.9021
65,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr4-8,8200.0,1240.0,5000.0,308.0,1670.0,1031.0,6.0,144.0,123.8,112.0,24.8,70.0501
66,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr4-9,7980.0,1321.0,2600.0,290.0,1600.0,1023.0,6.0,163.0,125.0,117.9,23.5,70.7876
67,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg5_gr4-10,7880.0,1251.0,2000.0,290.0,1640.0,1035.0,6.0,158.0,117.3,113.8,23.4,70.5163
68,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg3_gr9-2,6560.0,4790.0,6000.0,6830.0,1789.0,914.0,25.4,155.0,116.9,77.1,39.5,65.5475
69,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg-3-gr6-3,7100.0,3630.0,5000.0,3000.0,1880.0,879.0,6.0,163.0,124.0,98.3,44.5,67.6756
70,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg-3-gr6-5,6240.0,3400.0,4600.0,3100.0,1880.0,846.0,6.0,146.0,123.8,107.6,45.2,67.6301
71,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg-3-gr6-6,6340.0,3780.0,11100.0,4110.0,1770.0,885.0,6.0,126.0,128.0,102.7,43.4,65.7184
72,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg-3-gr7-1,5810.0,3400.0,3600.0,3470.0,1700.0,790.0,6.0,136.0,121.9,92.9,41.0,67.6737
73,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg-3-gr7-4,6820.0,3930.0,7000.0,4460.0,1778.0,923.0,6.0,162.0,153.7,94.7,44.5,68.6833
74,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg-3-gr7-10,7360.0,4210.0,2000.0,5580.0,1762.0,970.0,6.0,174.0,119.6,86.6,42.8,68.5794
75,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg3_gr8_6,6950.0,4320.0,10100.0,5000.0,1611.0,629.0,6.0,121.0,107.9,103.2,45.4,66.4487
76,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg3_gr8_7,5910.0,3800.0,4600.0,4460.0,1638.0,673.0,6.0,126.1,104.4,89.2,45.1,68.5649
77,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg3_gr8_8,4840.0,4860.0,13100.0,3270.0,1463.0,411.0,6.0,51.9,110.8,146.7,41.5,68.7332
78,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg3_gr4-8,5980.0,4270.0,5800.0,7290.0,1728.0,1162.0,6.0,195.0,131.4,84.4,46.0,66.811
79,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg4_gr2-3,9770.0,1965.0,9000.0,1313.0,1511.0,1027.0,6.0,149.4,118.3,109.6,22.7,69.5134
80,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg4_gr2-5,10380.0,1915.0,10800.0,1301.0,1532.0,1069.0,6.0,156.0,116.9,104.6,23.6,69.9279
81,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg4_gr2-7,10070.0,1850.0,6900.0,1103.0,1462.0,1067.0,6.0,153.1,114.4,111.7,22.8,69.8581
82,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg4_gr2-8,9490.0,1754.0,5300.0,1039.0,1397.0,1047.0,6.0,140.7,112.0,109.7,20.7,69.0881
83,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg4_gr2-9,10210.0,1722.0,2500.0,1009.0,1438.0,1079.0,6.0,143.0,115.3,109.6,22.6,68.6265
84,Cristales Grandes,IOA,A,La Cruz et al 2020,Cristales Grandes,cg4_gr2-10,10350.0,1690.0,2000.0,926.0,1416.0,1079.0,6.0,137.9,110.8,107.0,21.9,69.5428
85,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-1_1,7520.0,2696.0,2000.0,607.0,1013.0,1084.0,6.0,108.0,132.4,131.5,13.42,70.8285
86,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-1_2,7040.0,2650.0,3700.0,592.0,1016.0,1061.0,6.0,119.4,133.9,139.5,13.13,70.9474
87,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-1_3,7460.0,2332.0,3100.0,539.0,914.0,1047.0,6.0,122.9,128.7,131.8,13.34,70.7722
88,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-1_4,6760.0,2222.0,2000.0,489.0,898.0,1039.0,6.0,124.9,126.5,131.6,13.03,70.8842
89,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-1_5,7200.0,2053.0,2000.0,462.0,934.0,1062.0,6.0,124.3,130.7,131.2,13.21,70.6242
90,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-1_6,7240.0,1947.0,2700.0,418.0,966.0,1039.0,6.0,121.0,127.4,125.9,12.14,70.7666
91,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-1_7,7420.0,1747.0,2000.0,348.0,987.0,1028.0,6.0,115.0,130.4,126.7,12.25,70.1956
92,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-1_8,7080.0,1614.0,4000.0,291.0,973.0,1028.0,6.0,120.6,130.3,127.7,12.21,70.6238
93,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-1_9,7250.0,1486.0,6600.0,244.0,969.0,1032.0,6.0,117.5,130.2,123.9,11.47,70.6532
94,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-1_10,6910.0,1360.0,7400.0,205.0,933.0,1002.0,6.0,118.1,130.0,120.3,11.34,70.6607
95,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-4_1,7900.0,933.0,2500.0,110.0,933.0,1054.0,6.0,113.2,129.8,114.0,9.77,70.931
96,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-4_2,7570.0,923.0,6700.0,105.1,919.0,1037.0,6.0,114.1,126.1,113.5,8.75,71.1994
97,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-4_3,7970.0,954.0,8400.0,96.5,949.0,1039.0,6.0,115.4,127.9,110.8,9.4,71.306
98,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-4_4,7830.0,945.0,4200.0,101.0,942.0,1060.0,6.0,129.3,130.5,114.8,9.05,71.5387
99,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-4_5,7460.0,941.0,2000.0,100.4,933.0,1055.0,6.0,123.9,130.5,114.0,8.88,71.3003
100,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-4_6,7180.0,924.0,2000.0,97.1,938.0,1054.0,6.0,116.8,131.0,114.7,9.04,71.2513
101,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-4_7,7310.0,901.0,3800.0,94.3,962.0,1066.0,6.0,121.5,129.4,112.3,10.24,70.864
102,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-4_8,7590.0,879.0,2000.0,91.7,952.0,1060.0,6.0,131.1,128.0,108.3,9.89,70.9508
103,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-4_9,7290.0,806.0,2000.0,82.7,969.0,1032.0,6.0,123.0,113.7,108.7,10.2,70.4767
104,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-sample-7-gr-4_10,7970.0,890.0,2000.0,80.5,980.0,1097.0,6.0,128.0,110.2,102.2,9.81,71.0814
105,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_1gr2-1,7570.0,576.0,7000.0,382.0,1410.0,852.0,6.0,136.0,122.0,114.0,16.3,70.2087
106,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_1gr2-2,7010.0,585.0,3300.0,411.0,1420.0,843.0,6.0,124.0,124.6,116.9,16.7,70.7898
107,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_1gr2-3,7960.0,634.0,6100.0,425.0,1420.0,823.0,6.0,119.0,123.5,117.7,17.2,71.0556
108,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_1gr2-4,7600.0,653.0,11300.0,439.0,1400.0,825.0,6.0,131.0,120.3,109.4,17.3,70.0451
109,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_1gr2-5,8190.0,684.0,9200.0,500.0,1480.0,869.0,6.0,132.0,126.2,126.4,19.4,70.1776
110,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_1gr2-6,8340.0,668.0,11600.0,481.0,1480.0,852.0,6.0,130.0,119.4,112.8,17.6,69.4139
111,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_1gr2-7,8340.0,658.0,12600.0,468.0,1480.0,860.0,6.0,130.0,119.8,109.0,18.8,69.878
112,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_1gr2-8,8230.0,765.0,13600.0,436.0,1440.0,827.0,6.0,141.0,121.4,132.9,18.9,69.2557
113,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_1gr2-9,8870.0,672.0,10100.0,479.0,1340.0,850.0,6.0,124.0,116.5,118.4,16.4,69.7206
114,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_1gr2-10,7750.0,636.0,5400.0,469.0,1407.0,875.0,6.0,117.1,119.7,116.6,17.1,68.9597
115,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_1gr2-11,8660.0,683.0,12600.0,437.0,1386.0,860.0,6.0,114.0,121.6,115.4,17.6,70.0252
116,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_3gr2-1,6810.0,1145.0,2000.0,925.0,769.0,1478.0,6.0,206.0,154.3,131.5,9.6,71.0138
117,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_3gr2-2,6850.0,1130.0,2000.0,917.0,798.0,1520.0,6.0,221.0,160.5,121.5,9.4,71.028
118,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_3gr2-3,6540.0,1001.0,2100.0,808.0,720.0,1479.0,6.0,217.0,161.9,119.8,9.0,71.1895
119,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_3gr2-4,6760.0,930.0,4600.0,782.0,699.0,1487.0,6.0,234.0,157.8,125.9,9.4,71.179
120,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_3gr2-5,6690.0,864.0,5300.0,747.0,663.0,1457.0,6.0,234.0,161.6,126.3,9.36,71.1409
121,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_3gr2-6,6820.0,869.0,2700.0,764.0,663.0,1488.0,6.0,248.0,159.6,123.5,10.42,71.07
122,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_3gr2-7,6780.0,796.0,2000.0,653.0,657.0,1458.0,6.0,227.0,153.2,113.8,8.34,71.1553
123,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_3gr2-8,6490.0,693.0,2000.0,601.0,617.0,1422.0,6.0,231.0,156.5,112.8,8.53,71.0051
124,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_3gr2-9,7030.0,659.0,2000.0,589.0,641.0,1467.0,6.0,226.0,154.4,120.2,8.56,70.9388
125,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-1,6100.0,1516.0,2000.0,932.0,957.0,1445.0,6.0,217.0,152.4,141.0,10.9,70.2961
126,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-2,6640.0,1658.0,5100.0,980.0,1070.0,1513.0,6.0,191.0,165.5,149.0,9.7,70.2236
127,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-3,6240.0,1599.0,4100.0,882.0,1041.0,1449.0,6.0,204.0,157.0,144.8,10.7,70.2497
128,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-4,6170.0,1643.0,4300.0,867.0,1016.0,1434.0,6.0,205.0,155.8,147.6,12.3,70.1092
129,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-5,6380.0,1711.0,4100.0,767.0,1039.0,1448.0,6.0,211.0,164.0,144.0,11.4,70.1681
130,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-6,6300.0,1689.0,5700.0,788.0,1064.0,1441.0,6.0,205.0,157.7,148.0,13.18,70.0762
131,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-7,6400.0,1658.0,6000.0,739.0,1093.0,1440.0,6.0,208.0,163.0,149.7,13.3,70.2062
132,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-8,6210.0,1602.0,9000.0,705.0,1124.0,1452.0,6.0,209.0,158.1,148.6,12.22,70.396
133,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-1,7730.0,1445.0,2000.0,653.0,1289.0,850.0,30.7,111.8,122.0,119.2,10.4,70.7709
134,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-2,8240.0,1359.0,2000.0,677.0,1307.0,910.0,6.0,130.0,124.1,116.7,11.49,70.6277
135,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-3,8450.0,1286.0,2000.0,609.0,1200.0,911.0,6.0,126.7,126.2,119.5,12.77,70.6421
136,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-4,8960.0,1251.0,3200.0,550.0,1278.0,879.0,6.0,134.0,130.9,124.7,12.18,70.7669
137,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-5,8370.0,1134.0,3700.0,496.0,1215.0,872.0,6.0,125.0,122.6,117.2,13.08,70.5392
138,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-6,8640.0,1011.0,3700.0,455.0,1320.0,845.0,6.0,125.0,121.7,118.4,11.8,70.8029
139,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-7,8740.0,911.0,3200.0,375.0,1310.0,834.0,6.0,116.9,124.7,118.7,11.94,70.7519
140,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-8,8970.0,817.0,2000.0,306.0,1313.0,846.0,6.0,111.0,126.7,128.8,11.59,70.1455
141,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-9,9220.0,755.0,2000.0,279.0,1346.0,820.0,6.0,116.2,124.8,120.9,11.2,69.6732
142,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-10,9350.0,639.0,2000.0,267.0,1374.0,819.0,6.0,104.4,122.4,113.4,11.17,69.4805
143,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-1,11030.0,3230.0,3000.0,1476.0,1314.0,907.0,6.0,130.3,122.5,119.9,14.8,68.1511
144,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-2,10990.0,3370.0,3700.0,1570.0,1351.0,917.0,6.6,127.4,117.9,118.9,16.2,69.4205
145,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-3,11490.0,3580.0,6300.0,1695.0,1344.0,937.0,6.9,137.0,127.5,119.0,15.36,69.9402
146,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-4,10760.0,3610.0,7100.0,1800.0,1335.0,983.0,8.0,137.4,127.4,127.0,16.6,70.2302
147,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-5,11440.0,3620.0,13700.0,1791.0,1400.0,940.0,6.0,142.0,123.7,118.8,16.5,69.2871
148,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-6,11240.0,3620.0,13300.0,1840.0,1402.0,931.0,6.0,137.7,122.7,126.2,14.7,69.641
149,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-7,10440.0,3392.0,7400.0,1818.0,1499.0,926.0,13.2,162.4,125.6,127.1,15.0,69.6549
150,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-8,9560.0,3240.0,2000.0,1788.0,1467.0,1000.0,18.4,160.0,132.0,126.0,16.0,70.2781
151,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-1,7290.0,459.0,2000.0,100.0,1136.0,1151.0,6.0,160.0,144.8,146.7,8.9,70.9036
152,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-2,6450.0,433.0,8300.0,88.6,1125.0,1120.0,6.0,139.1,133.0,141.6,7.75,70.5704
153,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-3,7130.0,474.0,6900.0,84.0,1185.0,1131.0,6.0,161.0,142.4,142.6,8.8,70.807
154,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-4,7140.0,463.0,9300.0,80.1,1186.0,1132.0,6.0,153.0,141.7,145.5,6.48,70.9963
155,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-5,7070.0,500.0,8200.0,76.1,1229.0,1136.0,6.0,171.0,134.0,150.0,7.5,70.9079
156,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-6,7820.0,499.0,6100.0,75.0,1270.0,1169.0,6.0,181.0,142.5,142.0,8.1,70.4861
157,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-7,7880.0,511.0,3700.0,60.0,1190.0,1131.0,6.0,197.0,134.8,142.0,8.0,70.5954
158,Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-8,7930.0,517.0,2800.0,73.2,1193.0,1152.0,6.0,185.0,137.0,137.1,7.21,70.7017
