Location,Model,Type,Reference,Lithology,Sample,Mg,Al,Si,Ti,V,Mn,Cr,Zn,Co,Ni,Ga,umap_3,umap_4,umap_1,umap_2,hdbscan
Lake Superior,BIF,Altered,Chung et al 2015,,HY-77-18,1309.6818476109709,724.0993243688313,4514.545287649767,60.0818660173244,39.270117009546766,79.29259318590482,6.0,7.456858749735247,17.46080071293936,6.5818233431042295,1.0,11.980886,7.1047044,21.829603,17.922794,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-77-19,2207.964153123594,1279.1935254043829,9723.457481458909,126.06872992247604,34.93837791321807,115.07634682896592,7.487231181870854,7.419106253356082,15.658801915157415,3.079250171050586,1.6833046351041838,12.259732,7.6645923,21.823233,17.852308,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-77-20,6911.578825689065,4553.769856161111,22666.069260249176,291.8414185007731,33.07785284227707,152.35142547066644,6.0,9.44341299305156,16.31944625691372,2.7329124343832767,2.9635357704801715,12.5412655,8.2317505,20.234068,12.957272,8
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-1,357.92831985707846,283.0258314588059,3459.153215033344,12.22569360635332,29.52769163100419,39.19207581482769,6.0,6.0,16.636284122238532,36.09259696335969,1.4202412544457057,11.291639,6.816482,21.769724,18.052908,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-2,271.9144249850545,183.75103758731956,3690.0568453405294,14.090295389950324,29.165945027883875,37.52255083653119,6.0,6.0,14.398014490408016,30.926154466205396,1.4024659500310248,11.628941,6.9316726,21.76761,18.05628,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-3,375.9166051903307,312.51945121178846,5047.861842637487,16.024225842672486,29.64293415266682,33.43789495990455,6.0,6.005899194028242,12.507401610499707,27.139852745814483,1.2536427857568295,11.933831,7.086071,21.76957,18.054714,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-4,145.11953367681983,213.75305149622343,10613.909956618434,582.3621793699292,41.265063515362,69.45391628533714,19.433114606419768,6.0,1.0,5.00691175093599,1.0,12.374839,6.962747,21.979578,17.705627,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-5,203.05847139529325,162.7497446174031,5773.654977487452,80.22194334801145,26.54317439329102,38.9795125269464,72.5251831512596,6.189297384461113,10.219021151009107,35.74517140423411,1.319578076920911,12.111032,7.198131,21.807518,18.027771,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-6,410.7685710801138,243.6530785379176,4714.525031311211,105.24772386064468,29.594348702838296,81.8655130647938,14.03415641677663,6.0,10.70953817648,30.37865767917708,1.2171705046680643,12.108684,7.013122,21.820827,18.005396,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-7,334.48355656094543,314.3636922670421,10873.800446362446,287.93933953663134,28.975896915093003,55.45096697223746,22.887024249544403,6.0,4.729795581984887,13.7739968702161,1.0,12.61525,6.806797,21.852615,17.908773,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-8,434.52374199286936,337.0258237852626,4947.979765522832,18.75809553612478,29.667613812391057,37.48364376358314,6.0,6.0,17.77343130918607,31.386784626240505,1.6289251352964595,11.580132,6.868205,21.776651,18.050936,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-9,256.5872767387797,174.8615708511719,3017.3936285565665,22.029459120195348,27.61091516702703,36.50649634076385,12.06928742517056,6.0,19.10097731511946,25.830216730789388,1.377786808799402,11.546678,6.7768354,21.766603,18.068996,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-10,342.4775599971912,243.40407288585536,4091.887046064604,25.608508662027987,28.482884004276958,37.15852326193952,10.533657746497598,6.0,18.48004500397732,32.253117214908514,1.4342251114380604,11.712281,6.860319,21.79133,18.053246,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-11,177.45258179588288,165.62939667538933,7226.291789588335,44.236669733638415,28.78366662176577,43.5532569998061,17.092708573161847,6.0,14.383088113134535,35.22470757567219,1.119489879008761,12.175536,6.6746716,21.799057,18.025396,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-12,811.3126789269268,874.6649443277818,15532.001605518826,220.2435221285852,36.84486901866266,49.9922637611555,11.87827464324737,6.0,5.349595951468534,15.280035175582883,1.0,12.2335415,7.4362903,21.842806,17.85065,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-13,295.3287591425054,265.94054723587715,10304.161394545716,119.737753776642,29.218098530949067,35.846769198191986,29.782014879216128,6.0,17.31181762785509,30.1666395202041,1.1384540147614113,12.239218,7.11292,21.829405,17.983185,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-127-14,383.2958615158078,363.4560399024004,5226.294283223585,75.29189444450218,19.323907164955635,41.00999168178482,18.686769739335496,6.0,20.409942989796303,28.697294158020146,1.3805845182387402,11.886373,6.963704,21.798157,18.033531,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-1,704.0255207585017,340.9280190352278,6098.331881236791,60.54410554959736,44.52479673552699,387.819147092648,6.0,6.0,22.06117534341818,6.569381062572464,1.0,11.862905,6.9713116,21.822308,17.924868,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-2,630.0039916414951,356.05175248789675,5537.311987852961,184.723406944451,44.78042436495789,67.9354713458429,21.44701116257908,6.674142438568687,7.721872658286875,5.344370855636334,1.3759878627156028,11.969549,6.922038,21.90405,17.852499,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-3,761.9704439621546,396.5694336588178,6514.3452660775765,74.88394899941527,43.34582321647945,280.69360724866,6.941976417595505,6.0,7.669671731954808,3.2959039073259664,1.0,12.575929,6.9422255,21.886354,17.81993,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-4,617.3335271921246,311.7757232501784,5023.094269990156,84.026090323668,43.73984599817207,215.46930665425364,9.845458608391114,6.0,8.27284452281628,6.646638279840131,1.186581747848322,12.4700575,7.1832147,21.899176,17.849457,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-5,458.6961938891984,250.5594256328164,4410.6864984388085,104.31866659941176,42.390807448888125,51.86695435015547,14.746555942778528,6.0,7.962472046962998,4.232086912573049,1.0,12.517551,6.560648,21.930164,17.9262,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-6,225.31486922923827,113.27019678279991,4068.152136487664,93.74298465036566,38.846235845215446,118.72153876252317,8.05510894727535,6.0,7.779491725740687,6.062830932644373,1.0548317629309676,11.974572,6.570882,21.958485,17.929781,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-7,426.6855450016564,235.17559787739404,5201.934837524684,72.20201297757612,43.6187823268029,52.785732024313205,11.887585036136,6.0,7.58588928622368,4.546746314040183,1.4278897841870934,12.055509,6.853806,21.939402,17.922916,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-8,1125.192133551586,595.6532686814284,8962.123365008738,68.867063048785,38.6218265209022,472.5729016607739,26.61626605388099,6.0,7.231066388241635,6.075467125009001,1.4061808489263483,12.492711,7.454625,21.862654,17.767065,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-9,924.4234891675836,409.0722785051087,4713.101320184774,72.11455174240426,43.26975485999967,390.6466027725139,6.0,6.0,8.099538103509886,6.363420123810366,1.042601590661392,12.204676,6.900712,21.894278,17.833138,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-10,742.7482821877692,376.4606609955402,18053.626888694824,62.56790054018338,44.89902883059969,365.5907179170531,6.270159824251564,6.0,6.71248986461517,2.9279925812971976,1.2567315910365746,12.578758,6.784317,21.886719,17.793192,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-11,287.47970155716376,170.64772885976382,3331.7597485120136,78.30167972675673,40.856007887173,50.82528366896002,11.41718627207064,6.560708521803082,7.149739440385837,4.163075180786701,1.4849363465932393,12.256485,6.491535,21.998117,17.943459,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-12,924.9586908715512,390.8061552986691,6676.855011147945,72.36824245600927,46.16599974200376,667.1423085629369,6.251459457820696,9.673066987683614,8.59731524873407,6.766496742800046,1.4564678821257826,12.046071,7.4007254,21.886494,17.821234,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-13,831.8569458232028,313.66704771983075,6047.028768530973,49.97138902518555,41.91089389975238,548.5539065401373,13.024074572400997,6.992203003575994,7.979987882326882,4.511300374073167,1.5194185205150093,12.45834,6.8450856,21.876945,17.811666,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-14,2836.8023125758964,261.47936551024253,4748.571477469076,66.33314575418403,41.96876228258197,3803.592386188624,17.271220460272826,9.283202362790632,7.891938782018546,6.072781668329996,1.2109091850281375,12.820747,7.087703,21.757065,17.64843,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-130-15,644.5801482505524,316.81691507844744,5614.089199474086,63.09300627552511,42.9714546335876,251.0785105964077,8.751074406665996,17.935503943230177,8.242978472963586,5.225996068202239,1.657660503330266,12.39586,7.2089725,21.88533,17.829304,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-176-1,4361.486706271464,312.0173425646392,29904.299781005226,291.1011284701216,51.068302688037946,788.6425009641658,13.176282552829178,10.337080074424923,1.145197193056109,2.984124567651648,1.386436382556638,12.613656,7.348243,21.081945,16.16343,10
Lake Superior,BIF,Altered,Chung et al 2015,,HY-176-2,562.5170653483967,387.3546136246967,34384.90275510162,168.53411710476917,35.34227602096012,86.72290724406784,10.75276890871582,6.0,1.0,2.0,1.0,12.844563,6.846748,21.731304,17.416643,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-176-3,184.7908659093026,182.7452833902454,20008.562479611806,173.7803067457006,45.131144386200674,20.37908895809689,6.0,6.0,1.0,2.0,1.0,12.597713,6.346753,22.733128,17.581383,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-176-4,2526.4402689912704,212.98388689996824,25448.559688337064,119.44126107620374,39.31642607456233,842.4297661371494,10.0810249823021,6.0,1.0,2.0,1.0,12.767853,6.5909796,21.138197,16.266132,10
Lake Superior,BIF,Altered,Chung et al 2015,,HY-176-6,863.7332681178273,664.9681298255214,27985.89159913153,120.461630939863,32.16768558673253,145.89004507070987,6.0,6.0,1.0,2.0,1.0,12.922283,7.194467,21.73427,17.426973,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-176-11,981.2802932213604,761.0702043345578,24302.14372133346,839.7442410872437,35.511308697892964,169.12829082429505,6.0,6.0,1.09816856582599,2.3489356998124,1.0663837921102164,12.501999,7.195198,21.695644,17.388893,11
Lake Superior,BIF,Altered,Chung et al 2015,,HY-176-12,2062.7884825405017,399.777628184324,33794.83569436683,1062.6900335796572,30.18672105452354,583.0150847874163,6.0,6.0,1.0,2.0,1.0,13.145033,7.254369,21.679401,17.37773,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-1,230.0032319612652,67.54452230511606,4789.83532232059,31.2379072883568,13.561916722162046,228.27021243512263,8.044699444472927,6.73655894958832,7.960552062214568,2.0,3.2416677565272978,12.295116,6.316317,22.864708,18.226667,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-2,58.00266057691415,43.12586220409988,3196.451986139835,28.510062800071456,12.962179064652103,202.85649437678185,6.0,6.617079031423858,7.005780899018823,2.0,3.0803518399849685,11.753525,6.1441655,22.933428,18.201828,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-3,76.88559097897758,54.24775855583167,3415.296835617904,27.96833050248253,12.14446968685674,207.95367894738024,6.0,6.394379652203183,6.713804326017675,2.0,3.0517995475331063,11.598146,6.311642,22.90945,18.22337,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-4,65.84705763318513,36.66386452235791,3387.9921711564507,27.059516047457247,13.989422830962535,182.5987784021324,6.0,6.0,6.711336117572594,2.0,3.625797751560739,11.70705,6.188423,22.951355,18.16572,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-5,435.6441147439828,335.0556839912117,4397.598353433426,62.73285661534874,23.71810313134324,161.58058866402428,6.0,6.0,7.799043264632368,7.017031431200136,3.124619915219537,12.060432,7.1496263,22.04375,17.877956,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-6,205.68449857297,726.1878064171975,3177.2848253704115,56.30972208573183,6.173738997347023,213.1582235084213,6.0,7.654857932036052,5.031893631094025,2.767003349061056,3.87595815091063,11.822336,7.0911283,22.21104,17.964714,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-7,246.2016999024743,345.68852795465546,3608.1854642474136,61.92064863044041,2.355698934143074,213.26234810997036,6.542596384931083,6.0,5.372404465887482,2.0,3.6109727307977386,12.38697,6.634647,22.170898,17.945944,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-8,762.3879584712399,509.8788560261415,7165.659042361229,54.88799706081087,16.373440328407,201.07109045421748,6.0,6.807082969119233,5.307471544741095,2.0,3.0979628658365765,12.040215,7.2827272,22.027325,17.847404,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-9,567.812803055333,489.2447132874406,5388.17965903308,55.12018368291975,16.828514137115782,146.25542012019534,6.0,6.0,5.438357977303363,2.282364352557467,3.625591122733035,12.149764,7.0706644,22.063072,17.87346,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-10,756.0055527792238,692.3643789548589,6603.299151258557,63.37621648220616,22.75224063798612,246.8733152285016,6.0,6.0,3.487809497221789,2.0,4.012993627570599,12.499152,7.290823,22.02084,17.860334,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-11,316.6751072605195,229.10548786317548,4642.005036760275,58.023394251552624,13.818468841965876,149.7712649243319,8.819679886530276,6.0,5.496798343373746,2.0,3.0741092386828828,12.453135,6.645805,22.168879,17.95478,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-12,715.7618122644262,1088.5017721877102,6428.545282970779,107.52267642234573,12.877215914288415,196.13213826395344,6.0,6.0,5.419414225733135,2.0,3.1302626454224893,12.393942,7.445955,22.048796,17.869617,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-13,233.282243926115,266.61885369743555,3410.330185046923,31.14903396410741,23.16092428604993,187.9955389707256,12.920728309266153,6.0,4.586658801347961,5.85613082483864,3.084659040446045,11.779615,6.7574844,22.19388,18.002958,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-125-14,580.7291833595455,518.4049833064491,5421.8267385889485,71.49395176022905,14.75308634878243,358.53703217081085,32.1589897937052,7.429515948365722,5.01126188494968,2.0,3.7061066177242927,12.289579,7.2144694,22.015589,17.840307,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-1,158.0282784993112,26.140680839922013,2852.1739727177,11.0,48.00321608359448,152.5313744585001,8.933862010247182,17.070705863527383,14.24008907073163,2.0,1.0,11.743893,6.51442,23.256208,18.720688,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-2,165.9009172096914,23.920475673307205,2000.0,11.0,47.143413673732695,109.4088977028739,6.0,12.42898133723785,7.9556233409487795,2.669177136052417,1.0,11.091859,6.439156,23.251669,18.704725,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-3,113.23082571569331,34.71326910068175,2000.0,11.0,47.628067455727454,132.5210853551792,6.0,15.426545144403075,8.373089218670797,2.2443076301056517,1.0,11.357263,6.5529437,23.247625,18.709312,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-4,142.5294380557087,25.420659277347205,2431.0465430847576,11.0,49.945839357690296,143.6056141542076,6.0,17.754425913926603,8.331587497699017,2.0,1.0611504610486548,11.335245,6.26553,23.25645,18.714544,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-5,718.3823746032396,35.895247817926446,2948.26863300182,11.541271741554446,63.27298378147113,2002.7039902670256,6.0,21.876942688680543,8.591919950994818,2.0,1.0,11.6618185,6.826532,23.230326,18.731209,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-6,331.55682696080817,50.20757150370523,4576.595050657157,11.0,47.07522481098578,242.21661409569543,11.644873090254713,18.517165931670856,7.109166909633364,3.706173379298365,1.0,11.952662,6.6075244,23.240704,18.70885,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-7,458.81880057923325,22.248728439809017,3767.6773383572217,11.0,42.04437710052306,547.881922139332,6.0,20.688138352863668,8.179219433441393,5.423317105769473,1.0,11.814753,6.487818,23.242222,18.717756,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-8,193.02429932180624,32.589332299716496,2796.2850510547937,11.0,47.74653600707951,155.27656041839822,8.567126660001511,15.529872309070784,10.64221801927963,2.0,1.0,11.744943,6.588173,23.24742,18.70885,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-9,253.1136636927855,29.81949211082777,2946.4776174938206,11.0,43.104382223246034,155.88552050823094,6.0,15.344981389247764,8.075732799747549,3.533777047404547,1.0,11.3850765,6.393578,23.248306,18.715233,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-10,187.1254212880348,46.386327668458506,2000.0,12.691168376509037,41.066947136648935,212.26876878674935,6.0,22.206121079107152,8.637930763794254,2.0,1.1996323167732232,11.471166,6.772033,23.25576,18.710669,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-11,164.72353932248498,25.82062254418746,3397.354406475981,11.0,46.75939494979687,159.94615341176043,6.0,18.658972911491503,7.905822063139874,2.0,1.0,11.450921,6.127351,23.246555,18.712769,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-12,350.2633477723742,45.95320881860376,4381.773066230953,16.695637175950605,45.74616855051847,184.50276088761305,6.0,17.867461174554396,7.594172757284343,4.428219108789114,1.0,11.966366,6.3483167,23.241564,18.701206,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-13,152.14963551145263,37.45334087749667,2610.535625857261,11.0,49.47734625412814,207.3336581869864,6.0,20.56195115810021,8.800226703708866,2.0,1.0,11.440625,6.605667,23.244793,18.712135,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-167-14,241.89732265921785,39.037840822413735,4023.507004791397,20.689489173206034,44.096973635550185,249.0927073688666,6.0,24.97782137239726,8.94031915883896,2.0,1.0,11.77193,6.6649623,23.24368,18.710152,11
Lake Superior,BIF,Altered,Chung et al 2015,,RL-205-1,67.7965060003455,17.76816868278815,35708.487137455406,18.808207987711977,12.121068200729823,132.81102179323983,6.0,6.0,1.5411167636234198,2.0,1.0,12.196169,5.8144584,23.13536,17.80749,11
